prefix_hex,prefix_u32_le,accx,accy,accz,gyrx,gyry,gyrz
FF-0F-A4-05,94638079,-7914,15064,-10678,-59,5110,4556
FF-0F-A5-05,94703615,-9026,12882,-5970,-59,5110,4556
FF-0F-A6-05,94769151,-9508,12372,-4774,630,5739,2227
FF-0F-A7-05,94834687,-9562,14010,-2400,630,5739,2227
FF-0F-A8-05,94900223,-7410,15050,-3384,971,5509,46
FF-0F-A9-05,94965759,-7932,14296,2218,971,5509,46
FF-0F-AA-05,95031295,-9080,12970,888,1146,4094,-1516
FF-0F-AB-05,95096831,2570,22532,-160,1146,4094,-1516
FF-0F-AC-05,95162367,4708,17354,-50,1231,828,-1760
FF-0F-AD-05,95227903,-4956,21910,5692,1231,828,-1760
FF-0F-AE-05,95293439,2416,16678,2668,1231,828,-1760
FF-0F-AF-05,95358975,-2646,15736,-2422,1269,-710,-2339
FF-0F-B0-05,95424511,8,16828,-2964,1269,-710,-2339
FF-0F-B1-05,95490047,-3232,17306,-3830,1359,505,-2590
FF-0F-B2-05,95555583,-3738,16376,-344,1359,505,-2590
FF-0F-B3-05,95621119,-2670,16602,298,1256,1129,-2101
FF-0F-B4-05,95686655,-2204,16682,-574,1256,1129,-2101
FF-0F-B5-05,95752191,-2370,16562,118,911,228,-1071
FF-0F-B6-05,95817727,-324,16084,-3106,911,228,-1071
FF-0F-B7-05,95883263,-60,16756,-2538,948,-204,-608
FF-0F-B8-05,95948799,-770,16934,-2566,948,-204,-608
FF-0F-B9-05,96014335,-1270,16922,-1438,696,210,-700
FF-0F-BA-05,96079871,-1260,16402,-2668,696,210,-700
FF-0F-BB-05,96145407,-1612,16814,-2194,478,8,-718
FF-0F-BC-05,96210943,-1962,16544,-2016,478,8,-718
FF-0F-BD-05,96276479,-2368,15776,-3120,303,76,-619
FF-0F-BE-05,96342015,-2566,15872,-2732,303,76,-619
FF-0F-BF-05,96407551,-2170,15966,-3134,212,144,-326
FF-0F-C0-05,96473087,-1990,15900,-2994,212,144,-326
FF-0F-C1-05,96538623,-1948,15994,-2798,149,-61,-22
FF-0F-C2-05,96604159,-1654,15960,-2298,149,-61,-22
FF-0F-C3-05,96669695,-1884,15728,-2390,169,-66,113
FF-0F-C4-05,96735231,-1730,15724,-3282,169,-66,113
FF-0F-C5-05,96800767,-2362,15878,-2514,204,27,129
FF-0F-C6-05,96866303,-1288,16240,-2462,204,27,129
FF-0F-C7-05,96931839,-1114,16256,-2756,153,15,234
FF-0F-C8-05,96997375,-982,16418,-3122,153,15,234
FF-0F-C9-05,97062911,-1162,16384,-2572,60,-69,143
FF-0F-CA-05,97128447,-1566,16116,-2590,60,-69,143
FF-0F-CB-05,97193983,-1274,16288,-2962,-32,-158,97
FF-0F-CC-05,97259519,-1522,16242,-3262,-32,-158,97
FF-0F-CD-05,97325055,-1738,15846,-2604,-86,-149,175
FF-0F-CE-05,97390591,-1306,15874,-2944,-86,-149,175
FF-0F-CF-05,97456127,-1432,16320,-2466,-86,-149,175
