prefix_hex,prefix_u32_le,accx,accy,accz,gyrx,gyry,gyrz
FF-0F-7A-01,24776703,-336,-2680,-15876,-25,-5,-11
FF-0F-7B-01,24842239,-276,-2620,-16006,-25,-5,-11
FF-0F-7C-01,24907775,-310,-2628,-15892,-21,-5,-11
FF-0F-7D-01,24973311,-314,-2588,-15896,-21,-5,-11
FF-0F-7E-01,25038847,-306,-2640,-15954,-21,-5,-11
FF-0F-7F-01,25104383,-318,-2596,-15982,-21,-5,-11
FF-0F-80-01,25169919,-328,-2656,-15984,-25,-4,-11
FF-0F-81-01,25235455,-266,-2696,-15906,-25,-4,-11
FF-0F-82-01,25300991,-320,-2652,-15974,-25,-4,-11
FF-0F-83-01,25366527,-252,-2650,-15952,-22,-3,-11
FF-0F-84-01,25432063,-300,-2674,-16000,-22,-3,-11
FF-0F-85-01,25497599,-334,-2636,-15954,-21,-6,-11
FF-0F-86-01,25563135,-336,-2694,-15846,-21,-6,-11
FF-0F-87-01,25628671,-320,-2648,-15948,-24,-4,-10
FF-0F-88-01,25694207,-286,-2622,-15976,-24,-4,-10
FF-0F-89-01,25759743,-294,-2688,-15896,-22,-4,-12
FF-0F-8A-01,25825279,-324,-2650,-15978,-22,-4,-12
FF-0F-8B-01,25890815,-306,-2664,-15932,-23,-5,-11
FF-0F-8C-01,25956351,-336,-2644,-16056,-23,-5,-11
FF-0F-8D-01,26021887,-314,-2636,-15940,-24,-5,-11
FF-0F-8E-01,26087423,-306,-2682,-16002,-24,-5,-11
FF-0F-8F-01,26152959,-310,-2688,-15986,-23,-5,-11
FF-0F-90-01,26218495,-312,-2632,-16020,-23,-5,-11
FF-0F-91-01,26284031,-318,-2696,-15956,-23,-5,-10
FF-0F-92-01,26349567,-360,-2670,-15936,-23,-5,-10
FF-0F-93-01,26415103,-314,-2660,-15938,-23,-5,-11
FF-0F-94-01,26480639,-324,-2648,-15978,-23,-5,-11
FF-0F-95-01,26546175,-296,-2618,-15918,-23,-5,-9
FF-0F-96-01,26611711,-300,-2658,-15940,-23,-5,-9
FF-0F-97-01,26677247,-304,-2666,-15864,-23,-5,-10
FF-0F-98-01,26742783,-328,-2638,-15886,-23,-5,-10
FF-0F-99-01,26808319,-358,-2676,-15944,-25,-5,-10
FF-0F-9A-01,26873855,-366,-2622,-15948,-25,-5,-10
FF-0F-9B-01,26939391,-318,-2642,-15974,-22,-3,-10
FF-0F-9C-01,27004927,-300,-2612,-15942,-22,-3,-10
FF-0F-9D-01,27070463,-294,-2668,-16012,-23,-5,-11
FF-0F-9E-01,27135999,-348,-2632,-15880,-23,-5,-11
FF-0F-9F-01,27201535,-320,-2682,-15934,-25,-5,-10
FF-0F-A0-01,27267071,-312,-2664,-15940,-25,-5,-10
FF-0F-A1-01,27332607,-334,-2608,-15900,-25,-5,-10
FF-0F-A2-01,27398143,-334,-2634,-15870,-23,-4,-10
FF-0F-A3-01,27463679,-324,-2626,-15918,-23,-4,-10
FF-0F-A4-01,27529215,-290,-2622,-16022,-23,-5,-10
FF-0F-A5-01,27594751,-358,-2684,-15972,-23,-5,-10
FF-0F-A6-01,27660287,-348,-2670,-15888,-24,-4,-11
FF-0F-A7-01,27725823,-310,-2732,-15914,-24,-4,-11
FF-0F-A8-01,27791359,-352,-2662,-15926,-23,-4,-8
FF-0F-A9-01,27856895,-328,-2652,-15996,-23,-4,-8
